t(c)	y(m)
0.403	6.82
0.404	6.85
0.405	6.87
0.406	6.90
0.407	6.92
0.408	6.94
0.409	6.97
0.410	6.99
0.411	7.02
0.412	7.04
0.413	7.07
0.414	7.09
0.415	7.11
0.416	7.14
0.417	7.16
0.418	7.19
0.419	7.21
0.420	7.24
0.421	7.26
0.422	7.29
0.423	7.31
0.424	7.34
0.425	7.36
0.426	7.38
0.427	7.41
0.428	7.43
0.429	7.46
0.430	7.48
0.431	7.51
0.432	7.53
0.433	7.56
0.434	7.58
0.435	7.61
0.436	7.63
0.437	7.66
0.438	7.68
0.439	7.71
0.440	7.73
0.441	7.76
0.442	7.78
0.443	7.81
0.444	7.84
0.445	7.86
0.446	7.89
0.447	7.91
0.448	7.94
0.449	7.96
0.450	7.99
0.451	8.01
0.452	8.04
0.453	8.07
0.454	8.09
0.455	8.12
0.456	8.14
0.457	8.17
0.458	8.19
0.459	8.22
0.460	8.25
0.461	8.27
0.462	8.30
0.463	8.32
0.464	8.35
0.465	8.38
0.466	8.40
0.467	8.43
0.468	8.45
0.469	8.48
0.470	8.51
0.471	8.53
0.472	8.56
0.473	8.59
0.474	8.61
0.475	8.64
0.476	8.67
0.477	8.69
0.478	8.72
0.479	8.74
0.480	8.77
0.481	8.80
0.482	8.82
0.483	8.85
0.484	8.88
0.485	8.90
0.486	8.93
0.487	8.96
0.488	8.99
0.489	9.01
0.490	9.04
0.491	9.07
0.492	9.09
0.493	9.12
0.494	9.15
0.495	9.17
0.496	9.20
0.497	9.23
0.498	9.26
0.499	9.28
0.500	9.31
0.501	9.34
0.502	9.37
0.503	9.39
0.504	9.42
0.505	9.45
0.506	9.48
0.507	9.50
0.508	9.53
0.509	9.56
0.510	9.59
0.511	9.61
0.512	9.64
0.513	9.67
0.514	9.70
0.515	9.72
0.516	9.75
0.517	9.78
0.518	9.81
0.519	9.84
0.520	9.86
0.521	9.89
0.522	9.92
0.523	9.95
0.524	9.98
0.525	10.00
0.526	10.03
0.527	10.06
0.528	10.09
0.529	10.12
0.530	10.15
0.531	10.17
0.532	10.20
0.533	10.23
0.534	10.26
0.535	10.29
0.536	10.32
0.537	10.35
0.538	10.37
0.539	10.40
0.540	10.43
0.541	10.46
0.542	10.49
0.543	10.52
0.544	10.55
0.545	10.57
0.546	10.60
0.547	10.63
0.548	10.66
0.549	10.69
0.550	10.72
0.551	10.75
0.552	10.78
0.553	10.81
0.554	10.84
0.555	10.87
0.556	10.89
0.557	10.92
0.558	10.95
0.559	10.98
0.560	11.01
0.561	11.04
0.562	11.07
0.563	11.10
0.564	11.13
0.565	11.16
0.566	11.19
0.567	11.22
0.568	11.25
0.569	11.28
0.570	11.31
0.571	11.34
0.572	11.37
0.573	11.40
0.574	11.43
0.575	11.46
0.576	11.49
0.577	11.52
0.578	11.55
0.579	11.58
0.580	11.61
0.581	11.64
0.582	11.67
0.583	11.70
0.584	11.73
0.585	11.76
0.586	11.79
0.587	11.82
0.588	11.85
0.589	11.88
0.590	11.91
0.591	11.94
0.592	11.97
0.593	12.00
0.594	12.03
0.595	12.06
0.596	12.09
0.597	12.12
0.598	12.15
0.599	12.19
0.600	12.22
0.601	12.25
0.602	12.28
0.603	12.31
0.604	12.34
0.605	12.37
0.606	12.40
0.607	12.43
0.608	12.46
0.609	12.49
0.610	12.53
0.611	12.56
0.612	12.59
0.613	12.62
0.614	12.65
0.615	12.68
0.616	12.71
0.617	12.74
0.618	12.78
0.619	12.81
0.620	12.84
0.621	12.87
0.622	12.90
0.623	12.93
0.624	12.97
0.625	13.00
0.626	13.03
0.627	13.06
0.628	13.09
0.629	13.12
0.630	13.16
0.631	13.19
0.632	13.22
0.633	13.25
0.634	13.28
0.635	13.32
0.636	13.35
0.637	13.38
0.638	13.41
0.639	13.44
0.640	13.48
0.641	13.51
0.642	13.54
0.643	13.57
0.644	13.61
0.645	13.64
0.646	13.67
0.647	13.70
0.648	13.73
0.649	13.77
0.650	13.80
0.651	13.83
0.652	13.87
0.653	13.90
0.654	13.93
0.655	13.96
0.656	14.00
0.657	14.03
0.658	14.06
0.659	14.09
0.660	14.13
0.661	14.16
0.662	14.19
0.663	14.23
0.664	14.26
0.665	14.29
0.666	14.33
0.667	14.36
0.668	14.39
0.669	14.42
0.670	14.46
0.671	14.49
0.672	14.52
0.673	14.56
0.674	14.59
0.675	14.62
0.676	14.66
0.677	14.69
0.678	14.72
0.679	14.76
0.680	14.79
0.681	14.83
0.682	14.86
0.683	14.89
0.684	14.93
0.685	14.96
0.686	14.99
0.687	15.03
0.688	15.06
0.689	15.10
0.690	15.13
0.691	15.16
0.692	15.20
0.693	15.23
0.694	15.27
0.695	15.30
0.696	15.33
0.697	15.37
0.698	15.40
0.699	15.44
0.700	15.47
0.701	15.51
0.702	15.54
0.703	15.57
0.704	15.61
0.705	15.64
0.706	15.68
0.707	15.71
0.708	15.75
0.709	15.78
0.710	15.82
0.711	15.85
0.712	15.88
0.713	15.92
0.714	15.95
0.715	15.99
0.716	16.02
0.717	16.06
0.718	16.09
0.719	16.13
0.720	16.16
0.721	16.20
0.722	16.23
0.723	16.27
0.724	16.30
0.725	16.34
0.726	16.37
0.727	16.41
0.728	16.44
0.729	16.48
0.730	16.52
0.731	16.55
0.732	16.59
0.733	16.62
0.734	16.66
0.735	16.69
0.736	16.73
0.737	16.76
0.738	16.80
0.739	16.83
0.740	16.87
0.741	16.91
0.742	16.94
0.743	16.98
0.744	17.01
0.745	17.05
0.746	17.09
0.747	17.12
0.748	17.16
0.749	17.19
0.750	17.23
0.751	17.27
0.752	17.30
0.753	17.34
0.754	17.37
0.755	17.41
0.756	17.45
0.757	17.48
0.758	17.52
0.759	17.56
0.760	17.59
0.761	17.63
0.762	17.66
0.763	17.70
0.764	17.74
0.765	17.77
0.766	17.81
0.767	17.85
0.768	17.88
0.769	17.92
0.770	17.96
0.771	17.99
0.772	18.03
0.773	18.07
0.774	18.10
0.775	18.14
0.776	18.18
0.777	18.22
0.778	18.25
0.779	18.29
0.780	18.33
0.781	18.36
0.782	18.40
0.783	18.44
0.784	18.47
0.785	18.51
0.786	18.55
0.787	18.59
0.788	18.62
0.789	18.66
0.790	18.70
0.791	18.74
0.792	18.77
0.793	18.81
0.794	18.85
0.795	18.89
0.796	18.92
0.797	18.96
0.798	19.00
0.799	19.04
0.800	19.07
0.801	19.11
0.802	19.15
0.803	19.19
0.804	19.23
0.805	19.26
0.806	19.30
0.807	19.34
0.808	19.38
0.809	19.42
0.810	19.45
0.811	19.49
0.812	19.53
0.813	19.57
0.814	19.61
0.815	19.65
0.816	19.68
0.817	19.72
0.818	19.76
0.819	19.80
0.820	19.84
0.821	19.88
0.822	19.91
0.823	19.95
0.824	19.99
0.825	20.03
0.826	20.07
0.827	20.11
0.828	20.15
0.829	20.19
0.830	20.22
0.831	20.26
0.832	20.30
0.833	20.34
0.834	20.38
0.835	20.42
0.836	20.46
0.837	20.50
0.838	20.54
0.839	20.58
0.840	20.61
0.841	20.65
0.842	20.69
0.843	20.73
0.844	20.77
0.845	20.81
0.846	20.85
0.847	20.89
0.848	20.93
0.849	20.97
0.850	21.01
0.851	21.05
0.852	21.09
0.853	21.13
0.854	21.17
0.855	21.21
0.856	21.25
0.857	21.29
0.858	21.33
0.859	21.37
0.860	21.41
0.861	21.45
0.862	21.49
0.863	21.53
0.864	21.57
0.865	21.61
0.866	21.65
0.867	21.69
0.868	21.73
0.869	21.77
0.870	21.81
0.871	21.85
0.872	21.89
0.873	21.93
0.874	21.97
0.875	22.01
0.876	22.05
0.877	22.09
0.878	22.13
0.879	22.17
0.880	22.21
0.881	22.25
0.882	22.29
0.883	22.33
0.884	22.37
0.885	22.41
0.886	22.45
0.887	22.49
0.888	22.54
0.889	22.58
0.890	22.62
0.891	22.66
0.892	22.70
0.893	22.74
0.894	22.78
0.895	22.82
0.896	22.86
0.897	22.91
0.898	22.95
0.899	22.99
0.900	23.03
0.901	23.07
0.902	23.11
0.903	23.15
0.904	23.19
0.905	23.24
0.906	23.28
0.907	23.32
0.908	23.36
0.909	23.40
0.910	23.44
0.911	23.49
0.912	23.53
0.913	23.57
0.914	23.61
0.915	23.65
0.916	23.69
0.917	23.74
0.918	23.78
0.919	23.82
0.920	23.86
0.921	23.90
0.922	23.95
0.923	23.99
0.924	24.03
0.925	24.07
0.926	24.11
0.927	24.16
0.928	24.20
0.929	24.24
0.930	24.28
0.931	24.33
0.932	24.37
0.933	24.41
0.934	24.45
0.935	24.50
0.936	24.54
0.937	24.58
0.938	24.62
0.939	24.67
0.940	24.71
0.941	24.75
0.942	24.79
0.943	24.84
0.944	24.88
0.945	24.92
0.946	24.97
0.947	25.01
0.948	25.05
0.949	25.09
0.950	25.14
0.951	25.18
0.952	25.22
0.953	25.27
0.954	25.31
0.955	25.35
0.956	25.40
0.957	25.44
0.958	25.48
0.959	25.53
0.960	25.57
0.961	25.61
0.962	25.66
0.963	25.70
0.964	25.74
0.965	25.79
0.966	25.83
0.967	25.87
0.968	25.92
0.969	25.96
0.970	26.00
0.971	26.05
0.972	26.09
0.973	26.14
0.974	26.18
0.975	26.22
0.976	26.27
0.977	26.31
0.978	26.36
0.979	26.40
0.980	26.44
0.981	26.49
0.982	26.53
0.983	26.58
0.984	26.62
0.985	26.66
0.986	26.71
0.987	26.75
0.988	26.80
0.989	26.84
0.990	26.89
0.991	26.93
0.992	26.98
0.993	27.02
0.994	27.06
0.995	27.11
0.996	27.15
0.997	27.20
0.998	27.24
0.999	27.29
1.000	27.33
1.001	27.38
1.002	27.42
1.003	27.47
1.004	27.51
1.005	27.56
1.006	27.60
1.007	27.65
1.008	27.69
1.009	27.74
1.010	27.78
1.011	27.83
1.012	27.87
1.013	27.92
1.014	27.96
1.015	28.01
1.016	28.05
1.017	28.10
1.018	28.14
1.019	28.19
1.020	28.24
1.021	28.28
1.022	28.33
1.023	28.37
1.024	28.42
1.025	28.46
1.026	28.51
1.027	28.55
1.028	28.60
1.029	28.65
1.030	28.69
1.031	28.74
1.032	28.78
1.033	28.83
1.034	28.88
1.035	28.92
1.036	28.97
1.037	29.01
1.038	29.06
1.039	29.11
1.040	29.15
1.041	29.20
1.042	29.24
1.043	29.29
1.044	29.34
1.045	29.38
1.046	29.43
1.047	29.48
1.048	29.52
1.049	29.57
1.050	29.62
1.051	29.66
1.052	29.71
1.053	29.76
1.054	29.80
1.055	29.85
1.056	29.90
1.057	29.94
1.058	29.99
1.059	30.04
1.060	30.08
1.061	30.13
1.062	30.18
1.063	30.22
1.064	30.27
1.065	30.32
1.066	30.37
1.067	30.41
1.068	30.46
1.069	30.51
1.070	30.55
1.071	30.60
1.072	30.65
1.073	30.70
1.074	30.74
1.075	30.79
1.076	30.84
1.077	30.89
1.078	30.93
1.079	30.98
1.080	31.03
1.081	31.08
1.082	31.12
1.083	31.17
1.084	31.22
1.085	31.27
1.086	31.31
1.087	31.36
1.088	31.41
1.089	31.46
1.090	31.51
1.091	31.55
1.092	31.60
1.093	31.65
1.094	31.70
1.095	31.75
1.096	31.79
1.097	31.84
1.098	31.89
1.099	31.94
1.100	31.99
1.101	32.04
1.102	32.08
1.103	32.13
1.104	32.18
1.105	32.23
1.106	32.28
1.107	32.33
1.108	32.37
1.109	32.42
1.110	32.47
1.111	32.52
1.112	32.57
1.113	32.62
1.114	32.67
1.115	32.72
1.116	32.76
1.117	32.81
1.118	32.86
1.119	32.91
1.120	32.96
1.121	33.01
1.122	33.06
1.123	33.11
1.124	33.16
1.125	33.21
1.126	33.26
1.127	33.30
1.128	33.35
1.129	33.40
1.130	33.45
1.131	33.50
1.132	33.55
1.133	33.60
1.134	33.65
1.135	33.70
1.136	33.75
1.137	33.80
1.138	33.85
1.139	33.90
1.140	33.95
1.141	34.00
1.142	34.05
1.143	34.10
1.144	34.15
1.145	34.20
1.146	34.25
1.147	34.30
1.148	34.35
1.149	34.40
1.150	34.45
1.151	34.50
1.152	34.55
1.153	34.60
1.154	34.65
1.155	34.70
1.156	34.75
1.157	34.80
1.158	34.85
1.159	34.90
1.160	34.95
1.161	35.00
1.162	35.05
1.163	35.10
1.164	35.15
1.165	35.20
1.166	35.25
1.167	35.30
1.168	35.35
1.169	35.40
1.170	35.45
1.171	35.51
1.172	35.56
1.173	35.61
1.174	35.66
1.175	35.71
1.176	35.76
1.177	35.81
1.178	35.86
1.179	35.91
1.180	35.96
1.181	36.02
1.182	36.07
1.183	36.12
1.184	36.17
1.185	36.22
1.186	36.27
1.187	36.32
1.188	36.37
1.189	36.43
1.190	36.48
1.191	36.53
1.192	36.58
1.193	36.63
1.194	36.68
1.195	36.73
1.196	36.79
1.197	36.84
1.198	36.89
1.199	36.94
1.200	36.99
1.201	37.05
1.202	37.10
1.203	37.15
1.204	37.20
1.205	37.25
1.206	37.30
1.207	37.36
1.208	37.41
1.209	37.46
1.210	37.51
1.211	37.57
1.212	37.62
1.213	37.67
1.214	37.72
1.215	37.77
1.216	37.83
1.217	37.88
1.218	37.93
1.219	37.98
1.220	38.04
1.221	38.09
1.222	38.14
1.223	38.19
1.224	38.25
1.225	38.30
1.226	38.35
1.227	38.41
1.228	38.46
1.229	38.51
1.230	38.56
1.231	38.62
1.232	38.67
1.233	38.72
1.234	38.78
1.235	38.83
1.236	38.88
1.237	38.93
1.238	38.99
1.239	39.04
1.240	39.09
1.241	39.15
1.242	39.20
1.243	39.25
1.244	39.31
1.245	39.36
1.246	39.41
1.247	39.47
1.248	39.52
1.249	39.57
1.250	39.63
1.251	39.68
1.252	39.74
1.253	39.79
1.254	39.84
1.255	39.90
1.256	39.95
1.257	40.00
1.258	40.06
1.259	40.11
1.260	40.17
1.261	40.22
1.262	40.27
1.263	40.33
1.264	40.38
1.265	40.44
1.266	40.49
1.267	40.54
1.268	40.60
1.269	40.65
1.270	40.71
1.271	40.76
1.272	40.82
1.273	40.87
1.274	40.92
1.275	40.98
1.276	41.03
1.277	41.09
1.278	41.14
1.279	41.20
1.280	41.25
1.281	41.31
1.282	41.36
1.283	41.42
1.284	41.47
1.285	41.52
1.286	41.58
1.287	41.63
1.288	41.69
1.289	41.74
1.290	41.80
1.291	41.85
1.292	41.91
1.293	41.96
1.294	42.02
1.295	42.07
1.296	42.13
1.297	42.18
1.298	42.24
1.299	42.30
1.300	42.35
1.301	42.41
1.302	42.46
1.303	42.52
1.304	42.57
1.305	42.63
1.306	42.68
1.307	42.74
1.308	42.79
1.309	42.85
1.310	42.91
1.311	42.96
1.312	43.02
1.313	43.07
1.314	43.13
1.315	43.18
1.316	43.24
1.317	43.30
1.318	43.35
1.319	43.41
1.320	43.46
1.321	43.52
1.322	43.58
1.323	43.63
1.324	43.69
1.325	43.74
1.326	43.80
1.327	43.86
1.328	43.91
1.329	43.97
1.330	44.03
1.331	44.08
1.332	44.14
1.333	44.20
1.334	44.25
1.335	44.31
1.336	44.37
1.337	44.42
1.338	44.48
1.339	44.54
1.340	44.59
1.341	44.65
1.342	44.71
1.343	44.76
1.344	44.82
1.345	44.88
1.346	44.93
1.347	44.99
1.348	45.05
1.349	45.10
1.350	45.16
1.351	45.22
1.352	45.28
1.353	45.33
1.354	45.39
1.355	45.45
1.356	45.50
1.357	45.56
1.358	45.62
1.359	45.68
1.360	45.73
1.361	45.79
1.362	45.85
1.363	45.91
1.364	45.96
1.365	46.02
1.366	46.08
1.367	46.14
1.368	46.19
1.369	46.25
1.370	46.31
1.371	46.37
1.372	46.43
1.373	46.48
1.374	46.54
1.375	46.60
1.376	46.66
1.377	46.72
1.378	46.77
1.379	46.83
1.380	46.89
1.381	46.95
1.382	47.01
1.383	47.06
1.384	47.12
1.385	47.18
1.386	47.24
1.387	47.30
1.388	47.36
1.389	47.41
1.390	47.47
1.391	47.53
1.392	47.59
1.393	47.65
1.394	47.71
1.395	47.77
1.396	47.82
1.397	47.88
1.398	47.94
1.399	48.00
1.400	48.06
1.401	48.12
1.402	48.18
1.403	48.24
1.404	48.30
1.405	48.35
1.406	48.41
1.407	48.47
1.408	48.53
1.409	48.59
1.410	48.65
1.411	48.71
1.412	48.77
1.413	48.83
1.414	48.89
1.415	48.95
1.416	49.01
1.417	49.07
1.418	49.13
1.419	49.18
1.420	49.24
1.421	49.30
1.422	49.36
1.423	49.42
1.424	49.48
1.425	49.54
1.426	49.60
1.427	49.66
1.428	49.72
1.429	49.78
1.430	49.84
1.431	49.90
1.432	49.96
1.433	50.02
1.434	50.08
1.435	50.14
1.436	50.20
1.437	50.26
1.438	50.32
1.439	50.38
1.440	50.44
1.441	50.50
1.442	50.56
1.443	50.62
1.444	50.68
1.445	50.74
1.446	50.80
1.447	50.87
1.448	50.93
1.449	50.99
1.450	51.05
1.451	51.11
1.452	51.17
1.453	51.23
1.454	51.29
1.455	51.35
1.456	51.41
1.457	51.47
1.458	51.53
1.459	51.59
1.460	51.65
1.461	51.72
1.462	51.78
1.463	51.84
1.464	51.90
1.465	51.96
1.466	52.02
1.467	52.08
1.468	52.14
1.469	52.20
1.470	52.27
1.471	52.33
1.472	52.39
1.473	52.45
1.474	52.51
1.475	52.57
1.476	52.63
1.477	52.70
1.478	52.76
1.479	52.82
1.480	52.88
1.481	52.94
1.482	53.00
1.483	53.07
1.484	53.13
1.485	53.19
1.486	53.25
1.487	53.31
1.488	53.38
1.489	53.44
1.490	53.50
1.491	53.56
1.492	53.62
1.493	53.69
1.494	53.75
1.495	53.81
1.496	53.87
1.497	53.93
1.498	54.00
1.499	54.06
1.500	54.12
1.501	54.18
1.502	54.25
1.503	54.31
1.504	54.37
1.505	54.43
1.506	54.50
1.507	54.56
1.508	54.62
1.509	54.68
1.510	54.75
1.511	54.81
1.512	54.87
1.513	54.94
1.514	55.00
1.515	55.06
1.516	55.12
1.517	55.19
1.518	55.25
1.519	55.31
1.520	55.38
1.521	55.44
1.522	55.50
1.523	55.57
1.524	55.63
1.525	55.69
1.526	55.76
1.527	55.82
1.528	55.88
1.529	55.95
1.530	56.01
1.531	56.07
1.532	56.14
1.533	56.20
1.534	56.26
1.535	56.33
1.536	56.39
1.537	56.45
1.538	56.52
1.539	56.58
1.540	56.65
1.541	56.71
1.542	56.77
1.543	56.84
1.544	56.90
1.545	56.96
1.546	57.03
1.547	57.09
1.548	57.16
1.549	57.22
1.550	57.29
1.551	57.35
1.552	57.41
1.553	57.48
1.554	57.54
1.555	57.61
1.556	57.67
1.557	57.73
1.558	57.80
1.559	57.86
1.560	57.93
1.561	57.99
1.562	58.06
1.563	58.12
1.564	58.19
1.565	58.25
1.566	58.32
1.567	58.38
1.568	58.45
1.569	58.51
1.570	58.58
1.571	58.64
1.572	58.70
1.573	58.77
1.574	58.83
1.575	58.90
1.576	58.96
1.577	59.03
1.578	59.09
1.579	59.16
1.580	59.23
1.581	59.29
1.582	59.36
1.583	59.42
1.584	59.49
1.585	59.55
1.586	59.62
1.587	59.68
1.588	59.75
1.589	59.81
1.590	59.88
1.591	59.94
1.592	60.01
1.593	60.08
1.594	60.14
1.595	60.21
1.596	60.27
1.597	60.34
1.598	60.40
1.599	60.47
1.600	60.54
1.601	60.60
1.602	60.67
1.603	60.73
1.604	60.80
1.605	60.87
1.606	60.93
1.607	61.00
1.608	61.06
1.609	61.13
1.610	61.20
1.611	61.26
1.612	61.33
1.613	61.40
1.614	61.46
1.615	61.53
1.616	61.60
1.617	61.66
1.618	61.73
1.619	61.80
1.620	61.86
1.621	61.93
1.622	62.00
1.623	62.06
1.624	62.13
1.625	62.20
1.626	62.26
1.627	62.33
1.628	62.40
1.629	62.46
1.630	62.53
1.631	62.60
1.632	62.66
1.633	62.73
1.634	62.80
1.635	62.87
1.636	62.93
1.637	63.00
1.638	63.07
1.639	63.13
1.640	63.20
1.641	63.27
1.642	63.34
1.643	63.40
1.644	63.47
1.645	63.54
1.646	63.61
1.647	63.67
1.648	63.74
1.649	63.81
1.650	63.88
1.651	63.94
1.652	64.01
1.653	64.08
1.654	64.15
1.655	64.22
1.656	64.28
1.657	64.35
1.658	64.42
1.659	64.49
1.660	64.55
1.661	64.62
1.662	64.69
1.663	64.76
1.664	64.83
1.665	64.90
1.666	64.96
1.667	65.03
1.668	65.10
1.669	65.17
1.670	65.24
1.671	65.31
1.672	65.37
1.673	65.44
1.674	65.51
1.675	65.58
1.676	65.65
1.677	65.72
1.678	65.79
1.679	65.85
1.680	65.92
1.681	65.99
1.682	66.06
1.683	66.13
1.684	66.20
1.685	66.27
1.686	66.34
1.687	66.40
1.688	66.47
1.689	66.54
1.690	66.61
1.691	66.68
1.692	66.75
1.693	66.82
1.694	66.89
1.695	66.96
1.696	67.03
1.697	67.10
1.698	67.17
1.699	67.24
1.700	67.30
1.701	67.37
1.702	67.44
1.703	67.51
1.704	67.58
1.705	67.65
1.706	67.72
1.707	67.79
1.708	67.86
1.709	67.93
1.710	68.00
1.711	68.07
1.712	68.14
1.713	68.21
1.714	68.28
1.715	68.35
1.716	68.42
1.717	68.49
1.718	68.56
1.719	68.63
1.720	68.70
1.721	68.77
1.722	68.84
1.723	68.91
1.724	68.98
1.725	69.05
1.726	69.12
1.727	69.19
1.728	69.26
1.729	69.33
1.730	69.40
1.731	69.47
1.732	69.54
1.733	69.62
1.734	69.69
1.735	69.76
1.736	69.83
1.737	69.90
1.738	69.97
1.739	70.04
1.740	70.11
1.741	70.18
1.742	70.25
1.743	70.32
1.744	70.39
1.745	70.47
1.746	70.54
