t(c)	theta_c(grad)
0.000	85.000
0.001	84.995
0.002	84.990
0.003	84.985
0.004	84.980
0.005	84.976
0.006	84.971
0.007	84.966
0.008	84.961
0.009	84.956
0.010	84.952
0.011	84.947
0.012	84.942
0.013	84.937
0.014	84.933
0.015	84.928
0.016	84.923
0.017	84.918
0.018	84.914
0.019	84.909
0.020	84.904
0.021	84.900
0.022	84.895
0.023	84.890
0.024	84.886
0.025	84.881
0.026	84.876
0.027	84.872
0.028	84.867
0.029	84.863
0.030	84.858
0.031	84.854
0.032	84.849
0.033	84.844
0.034	84.840
0.035	84.835
0.036	84.831
0.037	84.826
0.038	84.822
0.039	84.817
0.040	84.813
0.041	84.809
0.042	84.804
0.043	84.800
0.044	84.795
0.045	84.791
0.046	84.786
0.047	84.782
0.048	84.778
0.049	84.773
0.050	84.769
0.051	84.764
0.052	84.760
0.053	84.756
0.054	84.751
0.055	84.747
0.056	84.743
0.057	84.739
0.058	84.734
0.059	84.730
0.060	84.726
0.061	84.721
0.062	84.717
0.063	84.713
0.064	84.709
0.065	84.704
0.066	84.700
0.067	84.696
0.068	84.692
0.069	84.688
0.070	84.683
0.071	84.679
0.072	84.675
0.073	84.671
0.074	84.667
0.075	84.662
0.076	84.658
0.077	84.654
0.078	84.650
0.079	84.646
0.080	84.642
0.081	84.638
0.082	84.634
0.083	84.630
0.084	84.625
0.085	84.621
0.086	84.617
0.087	84.613
0.088	84.609
0.089	84.605
0.090	84.601
0.091	84.597
0.092	84.593
0.093	84.589
0.094	84.585
0.095	84.581
0.096	84.577
0.097	84.573
0.098	84.569
0.099	84.565
0.100	84.561
0.101	84.557
0.102	84.553
0.103	84.549
0.104	84.546
0.105	84.542
0.106	84.538
0.107	84.534
0.108	84.530
0.109	84.526
0.110	84.522
0.111	84.518
0.112	84.514
0.113	84.511
0.114	84.507
0.115	84.503
0.116	84.499
0.117	84.495
0.118	84.491
0.119	84.488
0.120	84.484
0.121	84.480
0.122	84.476
0.123	84.472
0.124	84.469
0.125	84.465
0.126	84.461
0.127	84.457
0.128	84.453
0.129	84.450
0.130	84.446
0.131	84.442
0.132	84.438
0.133	84.435
0.134	84.431
0.135	84.427
0.136	84.424
0.137	84.420
0.138	84.416
0.139	84.412
0.140	84.409
0.141	84.405
0.142	84.401
0.143	84.398
0.144	84.394
0.145	84.390
0.146	84.387
0.147	84.383
0.148	84.380
0.149	84.376
0.150	84.372
0.151	84.369
0.152	84.365
0.153	84.361
0.154	84.358
0.155	84.354
0.156	84.351
0.157	84.347
0.158	84.344
0.159	84.340
0.160	84.336
0.161	84.333
0.162	84.329
0.163	84.326
0.164	84.322
0.165	84.319
0.166	84.315
0.167	84.312
0.168	84.308
0.169	84.305
0.170	84.301
0.171	84.298
0.172	84.294
0.173	84.291
0.174	84.287
0.175	84.284
0.176	84.280
0.177	84.277
0.178	84.273
0.179	84.270
0.180	84.266
0.181	84.263
0.182	84.259
0.183	84.256
0.184	84.253
0.185	84.249
0.186	84.246
0.187	84.242
0.188	84.239
0.189	84.235
0.190	84.232
0.191	84.229
0.192	84.225
0.193	84.222
0.194	84.219
0.195	84.215
0.196	84.212
0.197	84.208
0.198	84.205
0.199	84.202
0.200	84.198
0.201	84.195
0.202	84.192
0.203	84.188
0.204	84.185
0.205	84.182
0.206	84.178
0.207	84.175
0.208	84.172
0.209	84.168
0.210	84.165
0.211	84.162
0.212	84.159
0.213	84.155
0.214	84.152
0.215	84.149
0.216	84.145
0.217	84.142
0.218	84.139
0.219	84.136
0.220	84.132
0.221	84.129
0.222	84.126
0.223	84.123
0.224	84.119
0.225	84.116
0.226	84.113
0.227	84.110
0.228	84.107
0.229	84.103
0.230	84.100
0.231	84.097
0.232	84.094
0.233	84.091
0.234	84.087
0.235	84.084
0.236	84.081
0.237	84.078
0.238	84.075
0.239	84.071
0.240	84.068
0.241	84.065
0.242	84.062
0.243	84.059
0.244	84.056
0.245	84.053
0.246	84.049
0.247	84.046
0.248	84.043
0.249	84.040
0.250	84.037
0.251	84.034
0.252	84.031
0.253	84.028
0.254	84.024
0.255	84.021
0.256	84.018
0.257	84.015
0.258	84.012
0.259	84.009
0.260	84.006
0.261	84.003
0.262	84.000
0.263	83.997
0.264	83.994
0.265	83.991
0.266	83.988
0.267	83.985
0.268	83.981
0.269	83.978
0.270	83.975
0.271	83.972
0.272	83.969
0.273	83.966
0.274	83.963
0.275	83.960
0.276	83.957
0.277	83.954
0.278	83.951
0.279	83.948
0.280	83.945
0.281	83.942
0.282	83.939
0.283	83.936
0.284	83.933
0.285	83.930
0.286	83.927
0.287	83.924
0.288	83.921
0.289	83.918
0.290	83.915
0.291	83.912
0.292	83.910
0.293	83.907
0.294	83.904
0.295	83.901
0.296	83.898
0.297	83.895
0.298	83.892
0.299	83.889
0.300	83.886
0.301	83.883
0.302	83.880
0.303	83.877
0.304	83.874
0.305	83.871
0.306	83.869
0.307	83.866
0.308	83.863
0.309	83.860
0.310	83.857
0.311	83.854
0.312	83.851
0.313	83.848
0.314	83.845
0.315	83.843
0.316	83.840
0.317	83.837
0.318	83.834
0.319	83.831
0.320	83.828
0.321	83.825
0.322	83.823
0.323	83.820
0.324	83.817
0.325	83.814
0.326	83.811
0.327	83.808
0.328	83.806
0.329	83.803
0.330	83.800
0.331	83.797
0.332	83.794
0.333	83.791
0.334	83.789
0.335	83.786
0.336	83.783
0.337	83.780
0.338	83.777
0.339	83.775
0.340	83.772
0.341	83.769
0.342	83.766
0.343	83.764
0.344	83.761
0.345	83.758
0.346	83.755
0.347	83.752
0.348	83.750
0.349	83.747
0.350	83.744
0.351	83.741
0.352	83.739
0.353	83.736
0.354	83.733
0.355	83.730
0.356	83.728
0.357	83.725
0.358	83.722
0.359	83.720
0.360	83.717
0.361	83.714
0.362	83.711
0.363	83.709
0.364	83.706
0.365	83.703
0.366	83.701
0.367	83.698
0.368	83.695
0.369	83.692
0.370	83.690
0.371	83.687
0.372	83.684
0.373	83.682
0.374	83.679
0.375	83.676
0.376	83.674
0.377	83.671
0.378	83.668
0.379	83.666
0.380	83.663
0.381	83.660
0.382	83.658
0.383	83.655
0.384	83.652
0.385	83.650
0.386	83.647
0.387	83.644
0.388	83.642
0.389	83.639
0.390	83.636
0.391	83.634
0.392	83.631
0.393	83.629
0.394	83.626
0.395	83.623
0.396	83.621
0.397	83.618
0.398	83.615
0.399	83.613
0.400	83.610
0.401	83.608
0.402	83.605
0.403	83.602
0.404	83.600
0.405	83.597
0.406	83.595
0.407	83.592
0.408	83.589
0.409	83.587
0.410	83.584
0.411	83.582
0.412	83.579
0.413	83.577
0.414	83.574
0.415	83.571
0.416	83.569
0.417	83.566
0.418	83.564
0.419	83.561
0.420	83.559
0.421	83.556
0.422	83.554
0.423	83.551
0.424	83.548
0.425	83.546
0.426	83.543
0.427	83.541
0.428	83.538
0.429	83.536
0.430	83.533
0.431	83.531
0.432	83.528
0.433	83.526
0.434	83.523
0.435	83.521
0.436	83.518
0.437	83.516
0.438	83.513
0.439	83.511
0.440	83.508
0.441	83.506
0.442	83.503
0.443	83.501
0.444	83.498
0.445	83.496
0.446	83.493
0.447	83.491
0.448	83.488
0.449	83.486
0.450	83.483
0.451	83.481
0.452	83.478
0.453	83.476
0.454	83.473
0.455	83.471
0.456	83.468
0.457	83.466
0.458	83.463
0.459	83.461
0.460	83.459
0.461	83.456
0.462	83.454
0.463	83.451
0.464	83.449
0.465	83.446
0.466	83.444
0.467	83.441
0.468	83.439
0.469	83.437
0.470	83.434
0.471	83.432
0.472	83.429
0.473	83.427
0.474	83.424
0.475	83.422
0.476	83.420
0.477	83.417
0.478	83.415
0.479	83.412
0.480	83.410
0.481	83.408
0.482	83.405
0.483	83.403
0.484	83.400
0.485	83.398
0.486	83.396
0.487	83.393
0.488	83.391
0.489	83.388
0.490	83.386
0.491	83.384
0.492	83.381
0.493	83.379
0.494	83.377
0.495	83.374
0.496	83.372
0.497	83.369
0.498	83.367
0.499	83.365
0.500	83.362
0.501	83.360
0.502	83.358
0.503	83.355
0.504	83.353
0.505	83.351
0.506	83.348
0.507	83.346
0.508	83.343
0.509	83.341
0.510	83.339
0.511	83.336
0.512	83.334
0.513	83.332
0.514	83.329
0.515	83.327
0.516	83.325
0.517	83.322
0.518	83.320
0.519	83.318
0.520	83.316
0.521	83.313
0.522	83.311
0.523	83.309
0.524	83.306
0.525	83.304
0.526	83.302
0.527	83.299
0.528	83.297
0.529	83.295
0.530	83.292
0.531	83.290
0.532	83.288
0.533	83.286
0.534	83.283
0.535	83.281
0.536	83.279
0.537	83.276
0.538	83.274
0.539	83.272
0.540	83.270
0.541	83.267
0.542	83.265
0.543	83.263
0.544	83.260
0.545	83.258
0.546	83.256
0.547	83.254
0.548	83.251
0.549	83.249
0.550	83.247
0.551	83.245
0.552	83.242
0.553	83.240
0.554	83.238
0.555	83.236
0.556	83.233
0.557	83.231
0.558	83.229
0.559	83.227
0.560	83.224
0.561	83.222
0.562	83.220
0.563	83.218
0.564	83.215
0.565	83.213
0.566	83.211
0.567	83.209
0.568	83.207
0.569	83.204
0.570	83.202
0.571	83.200
0.572	83.198
0.573	83.195
0.574	83.193
0.575	83.191
0.576	83.189
0.577	83.187
0.578	83.184
0.579	83.182
0.580	83.180
0.581	83.178
0.582	83.176
0.583	83.173
0.584	83.171
0.585	83.169
0.586	83.167
0.587	83.165
0.588	83.162
0.589	83.160
0.590	83.158
0.591	83.156
0.592	83.154
0.593	83.152
0.594	83.149
0.595	83.147
0.596	83.145
0.597	83.143
0.598	83.141
0.599	83.139
0.600	83.136
0.601	83.134
0.602	83.132
0.603	83.130
0.604	83.128
0.605	83.126
0.606	83.123
0.607	83.121
0.608	83.119
0.609	83.117
0.610	83.115
0.611	83.113
0.612	83.111
0.613	83.108
0.614	83.106
0.615	83.104
0.616	83.102
0.617	83.100
0.618	83.098
0.619	83.096
0.620	83.093
0.621	83.091
0.622	83.089
0.623	83.087
0.624	83.085
0.625	83.083
0.626	83.081
0.627	83.079
0.628	83.076
0.629	83.074
0.630	83.072
0.631	83.070
0.632	83.068
0.633	83.066
0.634	83.064
0.635	83.062
0.636	83.060
0.637	83.057
0.638	83.055
0.639	83.053
0.640	83.051
0.641	83.049
0.642	83.047
0.643	83.045
0.644	83.043
0.645	83.041
0.646	83.039
0.647	83.037
0.648	83.034
0.649	83.032
0.650	83.030
0.651	83.028
0.652	83.026
0.653	83.024
0.654	83.022
0.655	83.020
0.656	83.018
0.657	83.016
0.658	83.014
0.659	83.012
0.660	83.010
0.661	83.008
0.662	83.005
0.663	83.003
0.664	83.001
0.665	82.999
0.666	82.997
0.667	82.995
0.668	82.993
0.669	82.991
0.670	82.989
0.671	82.987
0.672	82.985
0.673	82.983
0.674	82.981
0.675	82.979
0.676	82.977
0.677	82.975
0.678	82.973
0.679	82.971
0.680	82.969
0.681	82.967
0.682	82.965
0.683	82.963
0.684	82.961
0.685	82.959
0.686	82.957
0.687	82.954
0.688	82.952
0.689	82.950
0.690	82.948
0.691	82.946
0.692	82.944
0.693	82.942
0.694	82.940
0.695	82.938
0.696	82.936
0.697	82.934
0.698	82.932
0.699	82.930
0.700	82.928
0.701	82.926
0.702	82.924
0.703	82.922
0.704	82.920
0.705	82.918
0.706	82.916
0.707	82.914
0.708	82.912
0.709	82.910
0.710	82.908
0.711	82.906
0.712	82.904
0.713	82.902
0.714	82.900
0.715	82.898
0.716	82.896
0.717	82.895
0.718	82.893
0.719	82.891
0.720	82.889
0.721	82.887
0.722	82.885
0.723	82.883
0.724	82.881
0.725	82.879
0.726	82.877
0.727	82.875
0.728	82.873
0.729	82.871
0.730	82.869
0.731	82.867
0.732	82.865
0.733	82.863
0.734	82.861
0.735	82.859
0.736	82.857
0.737	82.855
0.738	82.853
0.739	82.851
0.740	82.849
0.741	82.847
0.742	82.846
0.743	82.844
0.744	82.842
0.745	82.840
0.746	82.838
0.747	82.836
0.748	82.834
0.749	82.832
0.750	82.830
0.751	82.828
0.752	82.826
0.753	82.824
0.754	82.822
0.755	82.820
0.756	82.819
0.757	82.817
0.758	82.815
0.759	82.813
0.760	82.811
0.761	82.809
0.762	82.807
0.763	82.805
0.764	82.803
0.765	82.801
0.766	82.799
0.767	82.797
0.768	82.796
0.769	82.794
0.770	82.792
0.771	82.790
0.772	82.788
0.773	82.786
0.774	82.784
0.775	82.782
0.776	82.780
0.777	82.778
0.778	82.777
0.779	82.775
0.780	82.773
0.781	82.771
0.782	82.769
0.783	82.767
0.784	82.765
0.785	82.763
0.786	82.761
0.787	82.760
0.788	82.758
0.789	82.756
0.790	82.754
0.791	82.752
0.792	82.750
0.793	82.748
0.794	82.746
0.795	82.745
0.796	82.743
0.797	82.741
0.798	82.739
0.799	82.737
0.800	82.735
0.801	82.733
0.802	82.731
0.803	82.730
0.804	82.728
0.805	82.726
0.806	82.724
0.807	82.722
0.808	82.720
0.809	82.718
0.810	82.717
0.811	82.715
0.812	82.713
0.813	82.711
0.814	82.709
0.815	82.707
0.816	82.706
0.817	82.704
0.818	82.702
0.819	82.700
0.820	82.698
0.821	82.696
0.822	82.694
0.823	82.693
0.824	82.691
0.825	82.689
0.826	82.687
0.827	82.685
0.828	82.683
0.829	82.682
0.830	82.680
0.831	82.678
0.832	82.676
0.833	82.674
0.834	82.673
0.835	82.671
0.836	82.669
0.837	82.667
0.838	82.665
0.839	82.663
0.840	82.662
0.841	82.660
0.842	82.658
0.843	82.656
0.844	82.654
0.845	82.653
0.846	82.651
0.847	82.649
0.848	82.647
0.849	82.645
0.850	82.643
0.851	82.642
0.852	82.640
0.853	82.638
0.854	82.636
0.855	82.634
0.856	82.633
0.857	82.631
0.858	82.629
0.859	82.627
0.860	82.625
0.861	82.624
0.862	82.622
0.863	82.620
0.864	82.618
0.865	82.617
0.866	82.615
0.867	82.613
0.868	82.611
0.869	82.609
0.870	82.608
0.871	82.606
0.872	82.604
0.873	82.602
0.874	82.601
0.875	82.599
0.876	82.597
0.877	82.595
0.878	82.593
0.879	82.592
0.880	82.590
0.881	82.588
0.882	82.586
0.883	82.585
0.884	82.583
0.885	82.581
0.886	82.579
0.887	82.578
0.888	82.576
0.889	82.574
0.890	82.572
0.891	82.570
0.892	82.569
0.893	82.567
0.894	82.565
0.895	82.563
0.896	82.562
0.897	82.560
0.898	82.558
0.899	82.556
0.900	82.555
0.901	82.553
0.902	82.551
0.903	82.549
0.904	82.548
0.905	82.546
0.906	82.544
0.907	82.542
0.908	82.541
0.909	82.539
0.910	82.537
0.911	82.536
0.912	82.534
0.913	82.532
0.914	82.530
0.915	82.529
0.916	82.527
0.917	82.525
0.918	82.523
0.919	82.522
0.920	82.520
0.921	82.518
0.922	82.516
0.923	82.515
0.924	82.513
0.925	82.511
0.926	82.510
0.927	82.508
0.928	82.506
0.929	82.504
0.930	82.503
0.931	82.501
0.932	82.499
0.933	82.498
0.934	82.496
0.935	82.494
0.936	82.492
0.937	82.491
0.938	82.489
0.939	82.487
0.940	82.486
0.941	82.484
0.942	82.482
0.943	82.480
0.944	82.479
0.945	82.477
0.946	82.475
0.947	82.474
0.948	82.472
0.949	82.470
0.950	82.469
0.951	82.467
0.952	82.465
0.953	82.464
0.954	82.462
0.955	82.460
0.956	82.458
0.957	82.457
0.958	82.455
0.959	82.453
0.960	82.452
0.961	82.450
0.962	82.448
0.963	82.447
0.964	82.445
0.965	82.443
0.966	82.442
0.967	82.440
0.968	82.438
0.969	82.437
0.970	82.435
0.971	82.433
0.972	82.432
0.973	82.430
0.974	82.428
0.975	82.426
0.976	82.425
0.977	82.423
0.978	82.421
0.979	82.420
0.980	82.418
0.981	82.416
0.982	82.415
0.983	82.413
0.984	82.411
0.985	82.410
0.986	82.408
0.987	82.407
0.988	82.405
0.989	82.403
0.990	82.402
0.991	82.400
0.992	82.398
0.993	82.397
0.994	82.395
0.995	82.393
0.996	82.392
0.997	82.390
0.998	82.388
0.999	82.387
1.000	82.385
1.001	82.383
1.002	82.382
1.003	82.380
1.004	82.378
1.005	82.377
1.006	82.375
1.007	82.374
1.008	82.372
1.009	82.370
1.010	82.369
1.011	82.367
1.012	82.365
1.013	82.364
1.014	82.362
1.015	82.360
1.016	82.359
1.017	82.357
1.018	82.356
1.019	82.354
1.020	82.352
1.021	82.351
1.022	82.349
1.023	82.347
1.024	82.346
1.025	82.344
1.026	82.342
1.027	82.341
1.028	82.339
1.029	82.338
1.030	82.336
1.031	82.334
1.032	82.333
1.033	82.331
1.034	82.330
1.035	82.328
1.036	82.326
1.037	82.325
1.038	82.323
1.039	82.321
1.040	82.320
1.041	82.318
1.042	82.317
1.043	82.315
1.044	82.313
1.045	82.312
1.046	82.310
1.047	82.309
1.048	82.307
1.049	82.305
1.050	82.304
1.051	82.302
1.052	82.301
1.053	82.299
1.054	82.297
1.055	82.296
1.056	82.294
1.057	82.293
1.058	82.291
1.059	82.289
1.060	82.288
1.061	82.286
1.062	82.285
1.063	82.283
1.064	82.281
1.065	82.280
1.066	82.278
1.067	82.277
1.068	82.275
1.069	82.274
1.070	82.272
1.071	82.270
1.072	82.269
1.073	82.267
1.074	82.266
1.075	82.264
1.076	82.262
1.077	82.261
1.078	82.259
1.079	82.258
1.080	82.256
1.081	82.255
1.082	82.253
1.083	82.251
1.084	82.250
1.085	82.248
1.086	82.247
1.087	82.245
1.088	82.244
1.089	82.242
1.090	82.240
1.091	82.239
1.092	82.237
1.093	82.236
1.094	82.234
1.095	82.233
1.096	82.231
1.097	82.229
1.098	82.228
1.099	82.226
1.100	82.225
1.101	82.223
1.102	82.222
1.103	82.220
1.104	82.219
1.105	82.217
1.106	82.215
1.107	82.214
1.108	82.212
1.109	82.211
1.110	82.209
1.111	82.208
1.112	82.206
1.113	82.205
1.114	82.203
1.115	82.201
1.116	82.200
1.117	82.198
1.118	82.197
1.119	82.195
1.120	82.194
1.121	82.192
1.122	82.191
1.123	82.189
1.124	82.188
1.125	82.186
1.126	82.185
1.127	82.183
1.128	82.181
1.129	82.180
1.130	82.178
1.131	82.177
1.132	82.175
1.133	82.174
1.134	82.172
1.135	82.171
1.136	82.169
1.137	82.168
1.138	82.166
1.139	82.165
1.140	82.163
1.141	82.162
1.142	82.160
1.143	82.158
1.144	82.157
1.145	82.155
1.146	82.154
1.147	82.152
1.148	82.151
1.149	82.149
1.150	82.148
1.151	82.146
1.152	82.145
1.153	82.143
1.154	82.142
1.155	82.140
1.156	82.139
1.157	82.137
1.158	82.136
1.159	82.134
1.160	82.133
1.161	82.131
1.162	82.130
1.163	82.128
1.164	82.127
1.165	82.125
1.166	82.124
1.167	82.122
1.168	82.121
1.169	82.119
1.170	82.118
1.171	82.116
1.172	82.115
1.173	82.113
1.174	82.112
1.175	82.110
1.176	82.109
1.177	82.107
1.178	82.106
1.179	82.104
1.180	82.103
1.181	82.101
1.182	82.100
1.183	82.098
1.184	82.097
1.185	82.095
1.186	82.094
1.187	82.092
1.188	82.091
1.189	82.089
1.190	82.088
1.191	82.086
1.192	82.085
1.193	82.083
1.194	82.082
1.195	82.080
1.196	82.079
1.197	82.077
1.198	82.076
1.199	82.074
1.200	82.073
1.201	82.071
1.202	82.070
1.203	82.068
1.204	82.067
1.205	82.065
1.206	82.064
1.207	82.062
1.208	82.061
1.209	82.060
1.210	82.058
1.211	82.057
1.212	82.055
1.213	82.054
1.214	82.052
1.215	82.051
1.216	82.049
1.217	82.048
1.218	82.046
1.219	82.045
1.220	82.043
1.221	82.042
1.222	82.040
1.223	82.039
1.224	82.038
1.225	82.036
1.226	82.035
1.227	82.033
1.228	82.032
1.229	82.030
1.230	82.029
1.231	82.027
1.232	82.026
1.233	82.024
1.234	82.023
1.235	82.021
1.236	82.020
1.237	82.019
1.238	82.017
1.239	82.016
1.240	82.014
1.241	82.013
1.242	82.011
1.243	82.010
1.244	82.008
1.245	82.007
1.246	82.005
1.247	82.004
1.248	82.003
1.249	82.001
1.250	82.000
1.251	81.998
1.252	81.997
1.253	81.995
1.254	81.994
1.255	81.992
1.256	81.991
1.257	81.990
1.258	81.988
1.259	81.987
1.260	81.985
1.261	81.984
1.262	81.982
1.263	81.981
1.264	81.980
1.265	81.978
1.266	81.977
1.267	81.975
1.268	81.974
1.269	81.972
1.270	81.971
1.271	81.969
1.272	81.968
1.273	81.967
1.274	81.965
1.275	81.964
1.276	81.962
1.277	81.961
1.278	81.959
1.279	81.958
1.280	81.957
1.281	81.955
1.282	81.954
1.283	81.952
1.284	81.951
1.285	81.950
1.286	81.948
1.287	81.947
1.288	81.945
1.289	81.944
1.290	81.942
1.291	81.941
1.292	81.940
1.293	81.938
1.294	81.937
1.295	81.935
1.296	81.934
1.297	81.933
1.298	81.931
1.299	81.930
1.300	81.928
1.301	81.927
1.302	81.925
1.303	81.924
1.304	81.923
1.305	81.921
1.306	81.920
1.307	81.918
1.308	81.917
1.309	81.916
1.310	81.914
1.311	81.913
1.312	81.911
1.313	81.910
1.314	81.909
1.315	81.907
1.316	81.906
1.317	81.904
1.318	81.903
1.319	81.902
1.320	81.900
1.321	81.899
1.322	81.897
1.323	81.896
1.324	81.895
1.325	81.893
1.326	81.892
1.327	81.890
1.328	81.889
1.329	81.888
1.330	81.886
1.331	81.885
1.332	81.883
1.333	81.882
1.334	81.881
1.335	81.879
1.336	81.878
1.337	81.876
1.338	81.875
1.339	81.874
1.340	81.872
1.341	81.871
1.342	81.870
1.343	81.868
1.344	81.867
1.345	81.865
1.346	81.864
1.347	81.863
1.348	81.861
1.349	81.860
1.350	81.859
1.351	81.857
1.352	81.856
1.353	81.854
1.354	81.853
1.355	81.852
1.356	81.850
1.357	81.849
1.358	81.847
1.359	81.846
1.360	81.845
1.361	81.843
1.362	81.842
1.363	81.841
1.364	81.839
1.365	81.838
1.366	81.837
1.367	81.835
1.368	81.834
1.369	81.832
1.370	81.831
1.371	81.830
1.372	81.828
1.373	81.827
1.374	81.826
1.375	81.824
1.376	81.823
1.377	81.821
1.378	81.820
1.379	81.819
1.380	81.817
1.381	81.816
1.382	81.815
1.383	81.813
1.384	81.812
1.385	81.811
1.386	81.809
1.387	81.808
1.388	81.807
1.389	81.805
1.390	81.804
1.391	81.802
1.392	81.801
1.393	81.800
1.394	81.798
1.395	81.797
1.396	81.796
1.397	81.794
1.398	81.793
1.399	81.792
1.400	81.790
1.401	81.789
1.402	81.788
1.403	81.786
1.404	81.785
1.405	81.784
1.406	81.782
1.407	81.781
1.408	81.780
1.409	81.778
1.410	81.777
1.411	81.775
1.412	81.774
1.413	81.773
1.414	81.771
1.415	81.770
1.416	81.769
1.417	81.767
1.418	81.766
1.419	81.765
1.420	81.763
1.421	81.762
1.422	81.761
1.423	81.759
1.424	81.758
1.425	81.757
1.426	81.755
1.427	81.754
1.428	81.753
1.429	81.751
1.430	81.750
1.431	81.749
1.432	81.747
1.433	81.746
1.434	81.745
1.435	81.743
1.436	81.742
1.437	81.741
1.438	81.739
1.439	81.738
1.440	81.737
1.441	81.735
1.442	81.734
1.443	81.733
1.444	81.731
1.445	81.730
1.446	81.729
1.447	81.728
1.448	81.726
1.449	81.725
1.450	81.724
1.451	81.722
1.452	81.721
1.453	81.720
1.454	81.718
1.455	81.717
1.456	81.716
1.457	81.714
1.458	81.713
1.459	81.712
1.460	81.710
1.461	81.709
1.462	81.708
1.463	81.706
1.464	81.705
1.465	81.704
1.466	81.703
1.467	81.701
1.468	81.700
1.469	81.699
1.470	81.697
1.471	81.696
1.472	81.695
1.473	81.693
1.474	81.692
1.475	81.691
1.476	81.689
1.477	81.688
1.478	81.687
1.479	81.686
1.480	81.684
1.481	81.683
1.482	81.682
1.483	81.680
1.484	81.679
1.485	81.678
1.486	81.676
1.487	81.675
1.488	81.674
1.489	81.672
1.490	81.671
1.491	81.670
1.492	81.669
1.493	81.667
1.494	81.666
1.495	81.665
1.496	81.663
1.497	81.662
1.498	81.661
1.499	81.660
1.500	81.658
1.501	81.657
1.502	81.656
1.503	81.654
1.504	81.653
1.505	81.652
1.506	81.650
1.507	81.649
1.508	81.648
1.509	81.647
1.510	81.645
1.511	81.644
1.512	81.643
1.513	81.641
1.514	81.640
1.515	81.639
1.516	81.638
1.517	81.636
1.518	81.635
1.519	81.634
1.520	81.632
1.521	81.631
1.522	81.630
1.523	81.629
1.524	81.627
1.525	81.626
1.526	81.625
1.527	81.624
1.528	81.622
1.529	81.621
1.530	81.620
1.531	81.618
1.532	81.617
1.533	81.616
1.534	81.615
1.535	81.613
1.536	81.612
1.537	81.611
1.538	81.610
1.539	81.608
1.540	81.607
1.541	81.606
1.542	81.604
1.543	81.603
1.544	81.602
1.545	81.601
1.546	81.599
1.547	81.598
1.548	81.597
1.549	81.596
1.550	81.594
1.551	81.593
1.552	81.592
1.553	81.590
1.554	81.589
1.555	81.588
1.556	81.587
1.557	81.585
1.558	81.584
1.559	81.583
1.560	81.582
1.561	81.580
1.562	81.579
1.563	81.578
1.564	81.577
1.565	81.575
1.566	81.574
1.567	81.573
1.568	81.572
1.569	81.570
1.570	81.569
1.571	81.568
1.572	81.567
1.573	81.565
1.574	81.564
1.575	81.563
1.576	81.562
1.577	81.560
1.578	81.559
1.579	81.558
1.580	81.556
1.581	81.555
1.582	81.554
1.583	81.553
1.584	81.551
1.585	81.550
1.586	81.549
1.587	81.548
1.588	81.547
1.589	81.545
1.590	81.544
1.591	81.543
1.592	81.542
1.593	81.540
1.594	81.539
1.595	81.538
1.596	81.537
1.597	81.535
1.598	81.534
1.599	81.533
1.600	81.532
1.601	81.530
1.602	81.529
1.603	81.528
1.604	81.527
1.605	81.525
1.606	81.524
1.607	81.523
1.608	81.522
1.609	81.520
1.610	81.519
1.611	81.518
1.612	81.517
1.613	81.515
1.614	81.514
1.615	81.513
1.616	81.512
1.617	81.511
1.618	81.509
1.619	81.508
1.620	81.507
1.621	81.506
1.622	81.504
1.623	81.503
1.624	81.502
1.625	81.501
1.626	81.499
1.627	81.498
1.628	81.497
1.629	81.496
1.630	81.495
1.631	81.493
1.632	81.492
1.633	81.491
1.634	81.490
1.635	81.488
1.636	81.487
1.637	81.486
1.638	81.485
1.639	81.484
1.640	81.482
1.641	81.481
1.642	81.480
1.643	81.479
1.644	81.477
1.645	81.476
1.646	81.475
1.647	81.474
1.648	81.473
1.649	81.471
1.650	81.470
1.651	81.469
1.652	81.468
1.653	81.466
1.654	81.465
1.655	81.464
1.656	81.463
1.657	81.462
1.658	81.460
1.659	81.459
1.660	81.458
1.661	81.457
1.662	81.456
1.663	81.454
1.664	81.453
1.665	81.452
1.666	81.451
1.667	81.449
1.668	81.448
1.669	81.447
1.670	81.446
1.671	81.445
1.672	81.443
1.673	81.442
1.674	81.441
1.675	81.440
1.676	81.439
1.677	81.437
1.678	81.436
1.679	81.435
1.680	81.434
1.681	81.433
1.682	81.431
1.683	81.430
1.684	81.429
1.685	81.428
1.686	81.427
1.687	81.425
1.688	81.424
1.689	81.423
1.690	81.422
1.691	81.421
1.692	81.419
1.693	81.418
1.694	81.417
1.695	81.416
1.696	81.415
1.697	81.413
1.698	81.412
1.699	81.411
1.700	81.410
1.701	81.409
1.702	81.407
1.703	81.406
1.704	81.405
1.705	81.404
1.706	81.403
1.707	81.401
1.708	81.400
1.709	81.399
1.710	81.398
1.711	81.397
1.712	81.395
1.713	81.394
1.714	81.393
1.715	81.392
1.716	81.391
1.717	81.390
1.718	81.388
1.719	81.387
1.720	81.386
1.721	81.385
1.722	81.384
1.723	81.382
1.724	81.381
1.725	81.380
1.726	81.379
1.727	81.378
1.728	81.377
1.729	81.375
1.730	81.374
1.731	81.373
1.732	81.372
1.733	81.371
1.734	81.369
1.735	81.368
1.736	81.367
1.737	81.366
1.738	81.365
1.739	81.364
1.740	81.362
1.741	81.361
1.742	81.360
1.743	81.359
1.744	81.358
1.745	81.356
1.746	81.355
1.747	81.354
